id,name,popularity,duration_ms,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
5tQsQaMquCXBREb1FNymi7,Oh Mujer Mujer - Remasterizado,0,170253,['Francisco Canaro'],['2maQMqxNnlRrBrS1oAsrX9'],12-07-1924,0.0,0.315,8.0,-15.969,0.0,0.0,0.996,0.956,0.375,0.0,0.0,0
5tqBa2U9oKGIogbeXMsRUp,"Tell Me, Tell Me, Baby",0,240693,"['The Chenille Sisters', ""James Dapogny's Chicago Jazz Band""]","['0WdNVS1rOeusXfVUx3tYOL', '7B9i9Gl6Af1wPWjTD1VQMD']",1924,0.731,0.386,0.0,-11.018,1.0,0.0331,0.765,0.126,0.274,0.719,126.444,4
5ueP4rBp0ztVVIh3f8zcI4,Chapter 111 - The Unlit Lamp,0,187872,"['Radclyffe Hall', 'Alice White', 'Synthesized Voice']","['2OJEUmIIPsTAUjil4dOz70', '35AgMyuKAQIoMJZEp3lNao', '6243VDsBeOPl7cOweBHjDb']",1924,0.643,0.321,0.0,-16.563,0.0,0.944,0.745,0.0,0.211,0.332,159.689,5
5v4GREJgz2A4IIsDAh6Xv1,"Oh, Lady Be Good! (78rpm Version)",0,186667,"['Jones-Smith, Incorporated']",['67JigR7cdVZmMmOBIPmSjz'],1924,0.767,0.236,7.0,-13.797,1.0,0.0697,0.896,0.068,0.0967,0.728,93.567,4
5vXmASrWHVxT7unmHugzq2,Chapter 194 - The Unlit Lamp,0,182068,"['Radclyffe Hall', 'Alice White', 'Synthesized Voice']","['2OJEUmIIPsTAUjil4dOz70', '35AgMyuKAQIoMJZEp3lNao', '6243VDsBeOPl7cOweBHjDb']",1924,0.709,0.287,3.0,-16.47,1.0,0.936,0.666,0.0,0.0981,0.427,130.001,5
5xEaN9KWzxI7yodq5IChQB,Yo Tartamudeo - Remasterizado,0,165880,['Francisco Canaro'],['2maQMqxNnlRrBrS1oAsrX9'],11-07-1924,0.484,0.357,7.0,-14.954,1.0,0.223,0.995,0.943,0.232,0.616,174.226,4
5z4JJvKN0I5GjXE1IgSEj0,Chapter 93 - The Unlit Lamp,0,181382,"['Radclyffe Hall', 'Alice White', 'Synthesized Voice']","['2OJEUmIIPsTAUjil4dOz70', '35AgMyuKAQIoMJZEp3lNao', '6243VDsBeOPl7cOweBHjDb']",1924,0.635,0.266,6.0,-16.103,0.0,0.939,0.792,0.0,0.178,0.56,84.092,4
5zqB3ZuyR0lbDJJmGX4o7o,Chapter 169 - The Unlit Lamp,0,180761,"['Radclyffe Hall', 'Alice White', 'Synthesized Voice']","['2OJEUmIIPsTAUjil4dOz70', '35AgMyuKAQIoMJZEp3lNao', '6243VDsBeOPl7cOweBHjDb']",1924,0.609,0.328,0.0,-16.84,0.0,0.925,0.546,0.0,0.0957,0.452,190.779,1
61tPk9oU7n4Z0nqcIf7vQg,Why Couldn't It Be Poor Little Me,0,176373,['George Olsen'],['45tQpWrlBy4DMpfAriqfcC'],01-01-1924,0.402,0.244,0.0,-16.48,1.0,0.0503,0.995,0.809,0.0775,0.743,210.421,4
623lwOiet2TWD3kvmRHZxz,Chapter 29 - The Unlit Lamp,0,183833,"['Radclyffe Hall', 'Alice White', 'Synthesized Voice']","['2OJEUmIIPsTAUjil4dOz70', '35AgMyuKAQIoMJZEp3lNao', '6243VDsBeOPl7cOweBHjDb']",1924,0.627,0.292,0.0,-16.651,0.0,0.95,0.722,0.0,0.362,0.449,170.157,4
62iSxXOvjCAAZO0uaQE00r,Par politesse,0,211040,['Georgius'],['0Yly6PvJghpLD3Lj8Kvpcj'],1924,0.527,0.329,8.0,-15.134,1.0,0.302,0.993,0.0,0.116,0.753,79.839,4
633pI004Sj1MzvGt0xazcy,Everybody Loves My Baby - But My Baby Don't Love Nobody But Me,0,184840,['George Olsen'],['45tQpWrlBy4DMpfAriqfcC'],01-01-1924,0.618,0.278,0.0,-14.328,0.0,0.0628,0.996,0.866,0.167,0.648,176.776,4
63e0HazPIObF23Xid4fhJ1,Chapter 165 - The Unlit Lamp,0,184953,"['Radclyffe Hall', 'Alice White', 'Synthesized Voice']","['2OJEUmIIPsTAUjil4dOz70', '35AgMyuKAQIoMJZEp3lNao', '6243VDsBeOPl7cOweBHjDb']",1924,0.714,0.321,3.0,-16.48,1.0,0.922,0.707,0.0,0.356,0.356,125.228,4
64h41YaZ3c4PzF2bwxXMx7,Chapter 154 - The Unlit Lamp,0,181940,"['Radclyffe Hall', 'Alice White', 'Synthesized Voice']","['2OJEUmIIPsTAUjil4dOz70', '35AgMyuKAQIoMJZEp3lNao', '6243VDsBeOPl7cOweBHjDb']",1924,0.705,0.308,3.0,-15.975,1.0,0.947,0.712,0.0,0.0841,0.423,132.135,4
68zXxd7jJBOnoNzUDSXN17,Chapter 199 - The Unlit Lamp,0,183206,"['Radclyffe Hall', 'Alice White', 'Synthesized Voice']","['2OJEUmIIPsTAUjil4dOz70', '35AgMyuKAQIoMJZEp3lNao', '6243VDsBeOPl7cOweBHjDb']",1924,0.694,0.268,10.0,-16.659,1.0,0.934,0.721,0.0,0.112,0.513,90.626,4
693026zJdM7qLpwGAcAloy,Para Usted Mi Nenita - Remasterizado,0,152387,['Francisco Canaro'],['2maQMqxNnlRrBrS1oAsrX9'],12-07-1924,0.394,0.375,9.0,-16.496,1.0,0.0437,0.996,0.901,0.771,0.692,83.214,4
6BqGRSPdHkvRJ5XcRGfflf,Put Away a Little Ray of Golden Sunshine,0,185267,['George Olsen'],['45tQpWrlBy4DMpfAriqfcC'],01-01-1924,0.426,0.223,5.0,-16.407,1.0,0.0426,0.995,0.913,0.123,0.673,208.925,4
6CTMrZvUsc3k3xm8oKXXQH,Evocación - Remasterizado,0,169173,['Francisco Canaro'],['2maQMqxNnlRrBrS1oAsrX9'],11-07-1924,0.38,0.459,10.0,-19.284,1.0,0.338,0.995,0.911,0.162,0.568,124.502,4
6CZqlwn0fbIc3qAMX0wi25,Chapter 170 - The Unlit Lamp,0,182445,"['Radclyffe Hall', 'Alice White', 'Synthesized Voice']","['2OJEUmIIPsTAUjil4dOz70', '35AgMyuKAQIoMJZEp3lNao', '6243VDsBeOPl7cOweBHjDb']",1924,0.628,0.276,0.0,-16.8,0.0,0.947,0.626,0.0,0.304,0.404,170.546,1
6CoHHJZmD4BLsk5C09U69n,Chapter 51 - The Unlit Lamp,0,183553,"['Radclyffe Hall', 'Alice White', 'Synthesized Voice']","['2OJEUmIIPsTAUjil4dOz70', '35AgMyuKAQIoMJZEp3lNao', '6243VDsBeOPl7cOweBHjDb']",1924,0.678,0.306,10.0,-16.467,1.0,0.922,0.645,0.0,0.124,0.381,95.325,3
6Dq7ddJu9pBjpg8foOFhAr,Chapter 191 - The Unlit Lamp,0,181940,"['Radclyffe Hall', 'Alice White', 'Synthesized Voice']","['2OJEUmIIPsTAUjil4dOz70', '35AgMyuKAQIoMJZEp3lNao', '6243VDsBeOPl7cOweBHjDb']",1924,0.683,0.36,10.0,-16.311,1.0,0.921,0.608,0.0,0.148,0.326,140.941,4
6H1ExQ58rLN1aPphwwY0DF,Chapter 65 - The Unlit Lamp,0,182656,"['Radclyffe Hall', 'Alice White', 'Synthesized Voice']","['2OJEUmIIPsTAUjil4dOz70', '35AgMyuKAQIoMJZEp3lNao', '6243VDsBeOPl7cOweBHjDb']",1924,0.732,0.33,10.0,-16.457,1.0,0.95,0.655,0.0,0.25,0.357,77.633,3
6HX0QJiKsDUAb9QzH4EVs0,Oh Mujer Mujer - Remasterizado,0,172107,['Ignacio Corsini'],['5LiOoJbxVSAMkBS2fUm3X2'],29-03-1924,0.313,0.0773,10.0,-27.583,0.0,0.052,0.996,0.959,0.141,0.585,201.031,4
6MgYLWj2GiR1BeeFylF2ss,Chapter 33 - The Unlit Lamp,0,183269,"['Radclyffe Hall', 'Alice White', 'Synthesized Voice']","['2OJEUmIIPsTAUjil4dOz70', '35AgMyuKAQIoMJZEp3lNao', '6243VDsBeOPl7cOweBHjDb']",1924,0.705,0.277,3.0,-16.124,1.0,0.934,0.721,0.0,0.147,0.394,132.73,5
6MjPdnzGLkWKaTcrJ0tjY9,Chapter 63 - The Unlit Lamp,0,189103,"['Radclyffe Hall', 'Alice White', 'Synthesized Voice']","['2OJEUmIIPsTAUjil4dOz70', '35AgMyuKAQIoMJZEp3lNao', '6243VDsBeOPl7cOweBHjDb']",1924,0.715,0.317,3.0,-16.19,1.0,0.925,0.713,0.0,0.098,0.458,113.372,5
6OlnIrsPk9qv1hFLBtrXRb,Moten Swing,0,140840,['Count Basie'],['2jFZlvIea42ZvcCw4OeEdA'],1924,0.524,0.269,8.0,-14.617,1.0,0.11,0.966,0.825,0.123,0.563,183.759,3
6PbySTGoT2r5YIa8W4bLUW,Chapter 196 - The Unlit Lamp,0,181848,"['Radclyffe Hall', 'Alice White', 'Synthesized Voice']","['2OJEUmIIPsTAUjil4dOz70', '35AgMyuKAQIoMJZEp3lNao', '6243VDsBeOPl7cOweBHjDb']",1924,0.716,0.311,10.0,-16.325,1.0,0.922,0.67,0.0,0.0983,0.427,125.621,3
6Po2YeMVr5Ee23OZoY9RgZ,Todo Corazón - Remasterizado,0,156267,['Francisco Canaro'],['2maQMqxNnlRrBrS1oAsrX9'],12-07-1924,0.432,0.264,4.0,-14.616,1.0,0.0585,0.996,0.925,0.38,0.587,118.359,4
6SJEjLR19BlLNBxIJVX5zX,Talan Talan - Remasterizado,0,173360,['Francisco Canaro'],['2maQMqxNnlRrBrS1oAsrX9'],11-07-1924,0.742,0.21,11.0,-17.135,0.0,0.0801,0.996,0.938,0.328,0.479,117.433,4
6U7X6rtxqIxdh2F9ScqIOI,La Diana - Remasterizado,0,175733,['Francisco Canaro'],['2maQMqxNnlRrBrS1oAsrX9'],12-07-1924,0.406,0.45,8.0,-14.074,1.0,0.25,0.996,0.97,0.364,0.705,72.514,4
6VweawuAyN9Ad9ikn9f5W3,Shangai Bay - Remasterizado,0,129027,['Ignacio Corsini'],['5LiOoJbxVSAMkBS2fUm3X2'],29-03-1924,0.0,0.0829,6.0,-24.272,1.0,0.0,0.996,0.893,0.123,0.0,0.0,0
6WHzMBvPZOOEbgnRl9vycj,Chapter 82 - The Unlit Lamp,0,186630,"['Radclyffe Hall', 'Alice White', 'Synthesized Voice']","['2OJEUmIIPsTAUjil4dOz70', '35AgMyuKAQIoMJZEp3lNao', '6243VDsBeOPl7cOweBHjDb']",1924,0.696,0.292,10.0,-16.233,0.0,0.936,0.75,0.0,0.132,0.455,104.569,3
6Z34IawMX8JAxhv5XUmUul,Chapter 35 - The Unlit Lamp,0,186950,"['Radclyffe Hall', 'Alice White', 'Synthesized Voice']","['2OJEUmIIPsTAUjil4dOz70', '35AgMyuKAQIoMJZEp3lNao', '6243VDsBeOPl7cOweBHjDb']",1924,0.705,0.264,3.0,-16.545,1.0,0.936,0.688,0.0,0.16,0.346,131.814,5
6ZKVd3Cr0IEB484BJcRFDz,Chapter 60 - The Unlit Lamp,0,183600,"['Radclyffe Hall', 'Alice White', 'Synthesized Voice']","['2OJEUmIIPsTAUjil4dOz70', '35AgMyuKAQIoMJZEp3lNao', '6243VDsBeOPl7cOweBHjDb']",1924,0.716,0.283,3.0,-16.007,1.0,0.916,0.812,0.0,0.142,0.654,113.743,5
6ZbWjYOpOwzsO5K4agwtU0,Chapter 71 - The Unlit Lamp,0,181964,"['Radclyffe Hall', 'Alice White', 'Synthesized Voice']","['2OJEUmIIPsTAUjil4dOz70', '35AgMyuKAQIoMJZEp3lNao', '6243VDsBeOPl7cOweBHjDb']",1924,0.61,0.315,0.0,-16.361,0.0,0.956,0.667,0.0,0.211,0.387,189.425,4
6a58gXSgqbIsXUhVZ6ZJqe,La belote,0,167973,['Mistinguett'],['4AxgXfD7ISvJSTObqm4aIE'],1924,0.65,0.298,9.0,-13.806,1.0,0.138,0.991,0.0,0.373,0.844,75.95,4
6aQeKAkwLkcdBkEUBS7eXU,Chapter 172 - The Unlit Lamp,0,184993,"['Radclyffe Hall', 'Alice White', 'Synthesized Voice']","['2OJEUmIIPsTAUjil4dOz70', '35AgMyuKAQIoMJZEp3lNao', '6243VDsBeOPl7cOweBHjDb']",1924,0.694,0.303,0.0,-16.303,0.0,0.939,0.693,0.0,0.109,0.321,136.819,3
6aadEnciPMjhtgSu1nuVt5,Chapter 106 - The Unlit Lamp,0,185551,"['Radclyffe Hall', 'Alice White', 'Synthesized Voice']","['2OJEUmIIPsTAUjil4dOz70', '35AgMyuKAQIoMJZEp3lNao', '6243VDsBeOPl7cOweBHjDb']",1924,0.697,0.312,3.0,-16.734,1.0,0.939,0.624,0.0,0.13,0.387,136.532,3
6bEL4Zfy5Ivsc1b0qoxEnc,East St. Louis Toodle-Oo,0,183667,['Duke Ellington & His Washingtonians'],['3W2HiY9Z3zYbqyqj4wQMPv'],1924,0.647,0.408,0.0,-9.5,0.0,0.108,0.99,0.88,0.14,0.7,156.322,4
6bRBIrJaTgSZUNFfaiczPt,Chapter 187 - The Unlit Lamp,0,183159,"['Radclyffe Hall', 'Alice White', 'Synthesized Voice']","['2OJEUmIIPsTAUjil4dOz70', '35AgMyuKAQIoMJZEp3lNao', '6243VDsBeOPl7cOweBHjDb']",1924,0.614,0.347,6.0,-16.333,0.0,0.933,0.626,0.0,0.113,0.353,79.975,1
6chy6jsXy1CVdTeNTqhQkC,Caricias - Remasterizado,0,175427,['Francisco Canaro'],['2maQMqxNnlRrBrS1oAsrX9'],12-07-1924,0.484,0.256,0.0,-15.499,1.0,0.0726,0.996,0.941,0.271,0.632,117.571,4
6cnXo1yNldoXghTkWSshkW,En Concreto,0,185481,['Hot Doggo'],['5oHqWQeXiITZ7NP1MSN79N'],03-03-1924,0.739,0.789,7.0,-7.272,1.0,0.178,0.382,0.00107,0.116,0.657,90.04,4
6dY5Cg8HhrRb7H6hFLYCnd,The House Is Haunted,0,317267,"['The Chenille Sisters', ""James Dapogny's Chicago Jazz Band""]","['0WdNVS1rOeusXfVUx3tYOL', '7B9i9Gl6Af1wPWjTD1VQMD']",1924,0.45,0.107,2.0,-13.24,0.0,0.0522,0.764,0.0,0.0729,0.16,77.299,4
6e3mSrv61CsnHJ361Cp2ZR,Chapter 127 - The Unlit Lamp,0,186004,"['Radclyffe Hall', 'Alice White', 'Synthesized Voice']","['2OJEUmIIPsTAUjil4dOz70', '35AgMyuKAQIoMJZEp3lNao', '6243VDsBeOPl7cOweBHjDb']",1924,0.716,0.293,3.0,-16.35,1.0,0.925,0.743,0.0,0.158,0.427,122.928,1
6fQMnEw6U3aWlyXWnwAnEp,Chapter 37 - The Unlit Lamp,0,184459,"['Radclyffe Hall', 'Alice White', 'Synthesized Voice']","['2OJEUmIIPsTAUjil4dOz70', '35AgMyuKAQIoMJZEp3lNao', '6243VDsBeOPl7cOweBHjDb']",1924,0.621,0.277,9.0,-16.438,1.0,0.937,0.695,0.0,0.115,0.427,78.465,3
6gICkU5OlsOjaBUfGG1Z7T,Chapter 1.5 - O Janku wędrowniczku,0,147500,['Maria Konopnicka'],['6NyLf1mINBZQcR8gWeE5kC'],27-12-1924,0.714,0.228,0.0,-19.695,1.0,0.94,0.766,3.03e-06,0.109,0.297,109.634,3
6gmjjvNlYCY6ohrOqNPa6O,Chapter 78 - The Unlit Lamp,0,182022,"['Radclyffe Hall', 'Alice White', 'Synthesized Voice']","['2OJEUmIIPsTAUjil4dOz70', '35AgMyuKAQIoMJZEp3lNao', '6243VDsBeOPl7cOweBHjDb']",1924,0.707,0.34,0.0,-16.709,0.0,0.881,0.692,0.0,0.122,0.373,126.867,3
6gpZjJhFGV8tHpHkjDLsT0,Chapter 145 - The Unlit Lamp,0,182590,"['Radclyffe Hall', 'Alice White', 'Synthesized Voice']","['2OJEUmIIPsTAUjil4dOz70', '35AgMyuKAQIoMJZEp3lNao', '6243VDsBeOPl7cOweBHjDb']",1924,0.67,0.312,0.0,-16.426,0.0,0.95,0.684,0.0,0.264,0.345,146.148,3
6hmm4KDA4jag5eE5zxpDb7,Ernestine tu t'obstines,0,135707,['Dranem'],['4CS6boY7NQGD74SkUvlqp4'],1924,0.83,0.416,5.0,-14.61,1.0,0.0656,0.994,0.0,0.12,0.947,122.8,4
6hyvUBy23A2b1yFANwSIHy,La Farruca,0,149533,['Vicente Escudero'],['2e1k1daUEoTxycq6v0d823'],1924,0.618,0.362,11.0,-13.362,0.0,0.103,0.608,0.00375,0.0549,0.719,159.457,4
6jAKLevlebV5JxLcNMVVfY,Buena Monta - Remasterizado,0,168133,['Francisco Canaro'],['2maQMqxNnlRrBrS1oAsrX9'],11-07-1924,0.488,0.349,10.0,-15.534,1.0,0.169,0.995,0.959,0.205,0.594,124.993,4
6l0jvelozaYxNqYY0MQQlA,Chapter 94 - The Unlit Lamp,0,186451,"['Radclyffe Hall', 'Alice White', 'Synthesized Voice']","['2OJEUmIIPsTAUjil4dOz70', '35AgMyuKAQIoMJZEp3lNao', '6243VDsBeOPl7cOweBHjDb']",1924,0.718,0.293,3.0,-16.315,1.0,0.919,0.687,0.0,0.208,0.381,122.581,3
6l4x7j1Nd4fJy3pSe476xA,Chapter 195 - The Unlit Lamp,0,184992,"['Radclyffe Hall', 'Alice White', 'Synthesized Voice']","['2OJEUmIIPsTAUjil4dOz70', '35AgMyuKAQIoMJZEp3lNao', '6243VDsBeOPl7cOweBHjDb']",1924,0.709,0.315,0.0,-16.26,0.0,0.913,0.709,0.0,0.11,0.454,128.255,3
6m0F3FYJ2vg721S1teWbVe,Chapter 163 - The Unlit Lamp,0,183252,"['Radclyffe Hall', 'Alice White', 'Synthesized Voice']","['2OJEUmIIPsTAUjil4dOz70', '35AgMyuKAQIoMJZEp3lNao', '6243VDsBeOPl7cOweBHjDb']",1924,0.629,0.282,3.0,-16.259,1.0,0.947,0.749,0.0,0.129,0.42,169.277,3
6m1iAs1A3GepruWO4tuCu6,Row! Row! Rosie,0,170480,['George Olsen'],['45tQpWrlBy4DMpfAriqfcC'],01-01-1924,0.813,0.266,10.0,-12.964,1.0,0.0515,0.977,0.205,0.0866,0.882,111.349,4
6nTsOigDoDSxVWJiGMNWWH,Chapter 18 - The Unlit Lamp,0,181509,"['Radclyffe Hall', 'Alice White', 'Synthesized Voice']","['2OJEUmIIPsTAUjil4dOz70', '35AgMyuKAQIoMJZEp3lNao', '6243VDsBeOPl7cOweBHjDb']",1924,0.698,0.296,3.0,-16.326,1.0,0.939,0.666,0.0,0.161,0.385,97.28,3
6pGpa8iXbET5hgp6xqwaJO,Chapter 81 - The Unlit Lamp,0,181604,"['Radclyffe Hall', 'Alice White', 'Synthesized Voice']","['2OJEUmIIPsTAUjil4dOz70', '35AgMyuKAQIoMJZEp3lNao', '6243VDsBeOPl7cOweBHjDb']",1924,0.704,0.316,3.0,-16.459,1.0,0.893,0.64,0.0,0.133,0.337,114.723,4
6qOFVVfvDCdTv7YeXqcSKB,Chapter 21 - The Unlit Lamp,0,182846,"['Radclyffe Hall', 'Alice White', 'Synthesized Voice']","['2OJEUmIIPsTAUjil4dOz70', '35AgMyuKAQIoMJZEp3lNao', '6243VDsBeOPl7cOweBHjDb']",1924,0.739,0.316,10.0,-16.548,1.0,0.924,0.622,0.0,0.13,0.344,119.814,5
6r8c2fI19S61xEjYVvcOkx,Chapter 1.3 - O Janku wędrowniczku,0,132500,['Maria Konopnicka'],['6NyLf1mINBZQcR8gWeE5kC'],27-12-1924,0.743,0.212,6.0,-18.659,1.0,0.962,0.793,0.0,0.113,0.243,77.553,3
6sVxCBvLSd9PZA7prJn53O,Oh mademoiselle,0,158693,['Mistinguett'],['4AxgXfD7ISvJSTObqm4aIE'],1924,0.671,0.454,10.0,-14.39,1.0,0.279,0.988,0.0,0.318,0.852,121.611,4
6sc0pygMoZREc5fW0FpIBm,Majestad - Remasterizado,0,181973,['Francisco Canaro'],['2maQMqxNnlRrBrS1oAsrX9'],12-07-1924,0.515,0.478,6.0,-14.68,1.0,0.0346,0.996,0.94,0.465,0.818,80.6,4
6sd2Up1lWL1hj5upW3uVhE,Slide Hamp Slide,0,181840,['Lionel Hampton Orchestra'],['6UftTZlUzZBBl2ctjzLQ1w'],1924,0.471,0.897,11.0,-7.858,1.0,0.07,0.979,0.377,0.905,0.761,136.573,4
6tXToHEf1n2jO894VrY3de,A New Kind of Man,0,175000,['George Olsen'],['45tQpWrlBy4DMpfAriqfcC'],01-01-1924,0.428,0.336,10.0,-16.26,1.0,0.0823,0.987,0.801,0.0812,0.847,204.174,4
6uzdHbddoIfStmVXjmvfEF,After You've Gone,0,216627,['Lionel Hampton Orchestra'],['6UftTZlUzZBBl2ctjzLQ1w'],1924,0.431,0.578,10.0,-11.087,1.0,0.0593,0.949,0.699,0.228,0.576,147.837,4
6zdtMcHb08xZ0AzvLU5s0x,Les ménétriers,2,149760,['Louis Lynel'],['28pbIiOohRRZjqpAM9iqYM'],1924,0.522,0.303,2.0,-13.906,0.0,0.0793,0.995,2.46e-06,0.135,0.647,79.817,4
71SJZvlWPTjRK359q0GURK,Mala - Remasterizado,0,183120,['Francisco Canaro'],['2maQMqxNnlRrBrS1oAsrX9'],12-07-1924,0.729,0.315,9.0,-12.382,0.0,0.0625,0.996,0.9,0.322,0.73,120.929,4
72vHDDvVVYiXvKUNVugHMB,Chapter 112 - The Unlit Lamp,0,187455,"['Radclyffe Hall', 'Alice White', 'Synthesized Voice']","['2OJEUmIIPsTAUjil4dOz70', '35AgMyuKAQIoMJZEp3lNao', '6243VDsBeOPl7cOweBHjDb']",1924,0.698,0.309,7.0,-16.598,0.0,0.94,0.686,0.0,0.14,0.349,136.08,3
72yeRMVK1oaTaWPRk6kKzm,Chapter 39 - The Unlit Lamp,0,181588,"['Radclyffe Hall', 'Alice White', 'Synthesized Voice']","['2OJEUmIIPsTAUjil4dOz70', '35AgMyuKAQIoMJZEp3lNao', '6243VDsBeOPl7cOweBHjDb']",1924,0.633,0.313,0.0,-16.792,0.0,0.946,0.665,0.0,0.159,0.399,168.129,3
74Ksfz9rsbP16lykqJ95sv,Chapter 135 - The Unlit Lamp,0,181940,"['Radclyffe Hall', 'Alice White', 'Synthesized Voice']","['2OJEUmIIPsTAUjil4dOz70', '35AgMyuKAQIoMJZEp3lNao', '6243VDsBeOPl7cOweBHjDb']",1924,0.615,0.344,7.0,-16.403,0.0,0.953,0.744,0.0,0.13,0.379,74.774,4
74QiggIytTMwMLliGFZvCR,Clotildita - Remasterizado,0,157400,['Francisco Canaro'],['2maQMqxNnlRrBrS1oAsrX9'],11-07-1924,0.646,0.24,5.0,-17.515,1.0,0.0667,0.996,0.96,0.26,0.548,125.758,4
75gHxSQjP4b9zUcKpWqbot,Chapter 1.2 - O Janku wędrowniczku,0,152500,['Maria Konopnicka'],['6NyLf1mINBZQcR8gWeE5kC'],27-12-1924,0.711,0.192,8.0,-18.664,1.0,0.959,0.646,0.0,0.138,0.232,60.077,4
766YCrIoG5iTW3HVRkKw4I,Buena Suerte - Remasterizado,0,162600,['Francisco Canaro'],['2maQMqxNnlRrBrS1oAsrX9'],12-07-1924,0.607,0.624,3.0,-12.578,1.0,0.354,0.996,0.831,0.327,0.74,123.354,4
77ajhy7aD2iuV2sPojfLTZ,"Rhapsody in Blue (Live at Pagliaccine Auditorium, Italy, 2010)",0,898965,['Raffaello Bellavista'],['1QyJAncfrvSHt5R3LOidDu'],1924,0.341,0.213,9.0,-15.634,1.0,0.0383,0.983,0.911,0.148,0.0892,132.987,3
786mCoNVfaYITa5fNOSGvq,"Oh, Lady Be Good",0,295707,['Lionel Hampton Orchestra'],['6UftTZlUzZBBl2ctjzLQ1w'],1924,0.465,0.71,0.0,-9.921,0.0,0.0898,0.879,0.926,0.34,0.637,142.372,4
78VwgBQjfI7G4mdmF3RYvp,Idilio,0,235193,['Iván Rolón'],['0nInCTftDFxkPEhv9WmcbP'],1924,0.441,0.019,7.0,-27.997,0.0,0.0593,0.975,0.886,0.0848,0.161,98.758,4
79Pcze9hN6lmfQ62fDfPSr,Chapter 76 - The Unlit Lamp,0,192458,"['Radclyffe Hall', 'Alice White', 'Synthesized Voice']","['2OJEUmIIPsTAUjil4dOz70', '35AgMyuKAQIoMJZEp3lNao', '6243VDsBeOPl7cOweBHjDb']",1924,0.718,0.285,0.0,-16.266,0.0,0.912,0.677,0.0,0.15,0.422,123.041,4
7ERoUEwmorKWhPVhaEAmnc,Chapter 36 - The Unlit Lamp,0,186723,"['Radclyffe Hall', 'Alice White', 'Synthesized Voice']","['2OJEUmIIPsTAUjil4dOz70', '35AgMyuKAQIoMJZEp3lNao', '6243VDsBeOPl7cOweBHjDb']",1924,0.636,0.31,0.0,-16.21,0.0,0.944,0.707,0.0,0.152,0.464,165.848,3
7Ea4dr8opQr4NIUGvgUriz,Chapter 110 - The Unlit Lamp,0,182584,"['Radclyffe Hall', 'Alice White', 'Synthesized Voice']","['2OJEUmIIPsTAUjil4dOz70', '35AgMyuKAQIoMJZEp3lNao', '6243VDsBeOPl7cOweBHjDb']",1924,0.632,0.298,0.0,-16.613,0.0,0.949,0.679,0.0,0.21,0.351,166.105,1
7GLSr23EmhRt0eYZFab4Z3,Chapter 48 - The Unlit Lamp,0,181255,"['Radclyffe Hall', 'Alice White', 'Synthesized Voice']","['2OJEUmIIPsTAUjil4dOz70', '35AgMyuKAQIoMJZEp3lNao', '6243VDsBeOPl7cOweBHjDb']",1924,0.691,0.287,10.0,-16.271,1.0,0.939,0.717,0.0,0.2,0.466,82.335,4
7HOe0BppJH63x8PuL9E23m,Chapter 131 - The Unlit Lamp,0,184645,"['Radclyffe Hall', 'Alice White', 'Synthesized Voice']","['2OJEUmIIPsTAUjil4dOz70', '35AgMyuKAQIoMJZEp3lNao', '6243VDsBeOPl7cOweBHjDb']",1924,0.676,0.324,0.0,-15.978,0.0,0.931,0.756,0.0,0.125,0.433,145.98,5
7JqEsyJDSlGjg95DDk1Q71,All of Me,1,181200,['Billie Holiday'],['1YzCsTRb22dQkh9lghPIrp'],1924,0.504,0.0659,2.0,-14.253,0.0,0.0414,0.975,5.87e-06,0.178,0.395,105.496,5
7JvDxZbyUSRxpKyLaejgrj,Chapter 113 - The Unlit Lamp,0,181557,"['Radclyffe Hall', 'Alice White', 'Synthesized Voice']","['2OJEUmIIPsTAUjil4dOz70', '35AgMyuKAQIoMJZEp3lNao', '6243VDsBeOPl7cOweBHjDb']",1924,0.714,0.318,0.0,-16.648,0.0,0.91,0.609,0.0,0.212,0.347,113.1,3
7bDuuczwgapet6ROVsN062,My Best Girl,0,173840,['George Olsen'],['45tQpWrlBy4DMpfAriqfcC'],01-01-1924,0.757,0.345,5.0,-12.929,0.0,0.0389,0.994,0.931,0.0979,0.763,108.254,4
7bNiR3ub3izOimlqNYM6EE,Chapter 57 - The Unlit Lamp,0,198145,"['Radclyffe Hall', 'Alice White', 'Synthesized Voice']","['2OJEUmIIPsTAUjil4dOz70', '35AgMyuKAQIoMJZEp3lNao', '6243VDsBeOPl7cOweBHjDb']",1924,0.701,0.302,0.0,-16.521,0.0,0.95,0.746,0.0,0.143,0.331,86.635,3
7bYdh9vIhyvnoK7eFWmR6V,La Sultana - Remasterizado,0,158307,['Francisco Canaro'],['2maQMqxNnlRrBrS1oAsrX9'],11-07-1924,0.392,0.301,10.0,-14.4,1.0,0.0892,0.995,0.973,0.159,0.685,182.086,4
7cE2k9SwOTEKmTt6fwuGcn,Chapter 30 - The Unlit Lamp,0,185527,"['Radclyffe Hall', 'Alice White', 'Synthesized Voice']","['2OJEUmIIPsTAUjil4dOz70', '35AgMyuKAQIoMJZEp3lNao', '6243VDsBeOPl7cOweBHjDb']",1924,0.669,0.316,0.0,-16.977,0.0,0.942,0.651,0.0,0.108,0.348,147.611,4
